Price,Close,High,Low,Open,Volume,RSI,SMA20,SMA50,Buy_Signal
Ticker,,,,,,,,,0
2025-03-06,1672.79736328125,1681.4027677278386,1654.053613712989,1668.6431133704964,16483044.0,44.562663778859,1687.7133361816407,,0
2025-03-07,1670.86865234375,1682.6391882357625,1659.3453961102166,1663.697542247854,6686457.0,43.99024290194091,1685.0130432128906,,0
2025-03-10,1669.1376953125,1681.402790525719,1664.7361656868547,1670.621373263889,7802025.0,43.4507994570642,1682.775164794922,,0
2025-03-11,1667.159423828125,1675.5669320467778,1651.8775895392637,1664.0931802732557,9949215.0,42.8047499322937,1681.279119873047,,0
2025-03-12,1692.5303955078125,1699.8003934086098,1673.1436941916788,1673.1436941916788,9392053.0,52.549016406449034,1681.7613159179687,,0
2025-03-13,1688.02978515625,1702.075341775916,1681.5511307463416,1697.3770284077002,7868132.0,50.892624742268964,1681.751416015625,,0
2025-03-17,1691.78857421875,1705.2405637986876,1686.4473093252682,1686.4473093252682,9475326.0,52.24645823972737,1682.3795104980468,,0
2025-03-18,1691.78857421875,1691.78857421875,1691.78857421875,1691.78857421875,0.0,52.24645823972737,1683.1485534667968,,0
2025-03-19,1725.121826171875,1731.9467690561378,1713.3512900007588,1716.1208705382062,7610703.0,62.79550172993272,1684.471502685547,,0
2025-03-20,1749.5035400390625,1754.6964127374115,1730.2652313867477,1734.9140405532244,8916989.0,68.30994547008854,1686.7316345214845,,0
2025-03-21,1751.086181640625,1754.7953765860927,1736.4472980343926,1736.4472980343926,16754132.0,68.6349247133465,1688.8656616210938,,0
2025-03-24,1780.41357421875,1784.765720437467,1754.3503218778967,1759.6420825195312,8696868.0,73.96329316508614,1694.449237060547,,0
2025-03-25,1801.630126953125,1823.6380170403145,1781.8972580706345,1785.2602856480926,19550708.0,77.00654689675684,1700.8265808105468,,0
2025-03-26,1786.892333984375,1807.6143212720528,1782.3917958589543,1805.1415246629256,12239221.0,70.81473101705107,1707.2286560058594,,0
2025-03-27,1805.4876708984373,1820.967401638719,1778.534188174562,1780.4135377238968,20829050.0,73.68933780260305,1714.3008544921875,,0
2025-03-28,1808.306640625,1816.021814276578,1786.199863276083,1809.0979838299895,14386824.0,74.1057176193711,1720.6064880371093,,0
2025-04-01,1748.6134033203125,1790.205891374488,1746.1406066641075,1782.3918297924758,14255503.0,54.4537816519297,1722.3596984863282,,0
2025-04-02,1777.3472900390625,1779.6221904423942,1751.4323094930462,1751.4323094930462,5786782.0,59.958308170608014,1727.0753173828125,,0
2025-04-03,1775.319580078125,1784.370039849937,1757.66383637103,1761.7191986768298,5625019.0,59.41262254934073,1731.2716552734375,,0
2025-04-04,1797.525390625,1821.907069020865,1791.3927824826333,1793.2721320866171,16770227.0,63.34677194981871,1737.567401123047,,0
2025-04-07,1738.57373046875,1760.482731803054,1719.285917596287,1743.61833196747,18997725.0,49.60111774340073,1740.856219482422,,0
2025-04-08,1749.8992919921875,1762.6094425558151,1731.254429500762,1745.7944254270562,17781936.0,51.766516776949054,1744.8077514648437,,0
2025-04-09,1745.79443359375,1755.6856201863493,1734.419569012261,1745.79443359375,11227304.0,50.91269690862908,1748.6405883789062,,0
2025-04-11,1787.090087890625,1799.6024627305007,1755.4382916750444,1755.4382916750444,16387883.0,58.35447199897826,1754.6371215820313,,0
2025-04-15,1844.607421875,1856.377958132873,1834.8151229464495,1844.7063095930607,24649172.0,66.07006738654952,1762.2409729003907,,0
2025-04-16,1857.5648193359373,1863.30175578618,1840.255243010922,1863.30175578618,9568410.0,67.5295312518551,1770.717724609375,,0
2025-04-17,1885.9525146484373,1898.811057323367,1856.2789546293693,1861.5213318628807,17851542.0,70.52122303659884,1780.4259216308594,,0
2025-04-21,1906.1304931640625,1929.473668750272,1889.2165886912,1903.0642495507163,17123649.0,72.4633248563288,1791.143017578125,,0
2025-04-22,1940.35400390625,1949.1571840237664,1913.9445842957227,1913.9445842957227,22980875.0,75.42104777186216,1801.9046264648437,1734.1969775390626,0
2025-04-23,1902.96533203125,1957.3668559844475,1899.6023045839213,1957.3668559844475,15285321.0,66.95935228740393,1809.5777160644532,1738.2127978515625,0
2025-04-24,1895.942626953125,1902.9653450357623,1884.3698666060568,1889.216572012503,12965877.0,65.47348719932151,1816.820538330078,1741.7538427734376,0
2025-04-25,1890.4034423828125,1911.9662764146635,1871.214637909461,1903.8555520955367,9250439.0,64.26219264759142,1822.3200317382812,1745.0644213867188,0
2025-04-28,1899.3055419921875,1908.7021689621624,1887.6340146220623,1890.403474336422,6960246.0,65.37099861696035,1827.2038024902345,1748.772626953125,0
2025-04-29,1888.0296630859373,1907.8120354118923,1879.523146392162,1897.920849248915,9459154.0,62.71667826316717,1832.2606689453125,1752.5916137695312,0
2025-04-30,1904.0533447265625,1915.8238804605487,1889.513349300004,1892.1839212789164,15968435.0,64.89789095895719,1837.1889526367188,1757.014951171875,0
2025-05-02,1900.9871826171875,1920.7695558776984,1899.1078330090345,1908.8012442034944,8920202.0,64.12480644548809,1841.822979736328,1761.2701391601563,0
2025-05-05,1915.7249755859373,1930.7595301881363,1911.2739418329425,1917.900988235039,7534012.0,66.2084640028627,1850.1785583496094,1766.0001049804687,0
2025-05-06,1910.680419921875,1918.9890406085808,1903.3610386127025,1908.998966538313,8745078.0,64.82068328835301,1856.84521484375,1770.6855590820312,0
2025-05-07,1924.42919921875,1927.495442850176,1901.4816950987629,1912.9554471587564,10710389.0,66.85956241223366,1864.3006958007813,1775.2008862304688,0
2025-05-08,1907.5152587890625,1933.529126793494,1898.2175196120784,1933.529126793494,17401715.0,62.091911501879174,1869.8001892089844,1779.2651733398438,0
2025-05-09,1869.137451171875,1898.118675705352,1866.2691037011125,1889.3154956352291,8594398.0,52.87814542792882,1876.3283752441407,1782.4798095703125,0
2025-05-12,1935.9029541015625,1938.5736468750376,1891.4916237548125,1896.7338801021149,9309486.0,63.12869790918366,1885.6285583496094,1787.82302734375,0
2025-05-13,1901.679443359375,1940.3539574298177,1899.1077590840196,1928.7813178197075,12121051.0,56.36072534111852,1893.4228088378907,1792.374951171875,0
2025-05-14,1889.81005859375,1909.196759883295,1882.292781041725,1901.1849230088733,7722654.0,54.19079585894373,1898.5588073730469,1796.9941357421876,0
2025-05-15,1912.7576904296875,1923.637995561274,1876.3580758744808,1892.67853357186,16120729.0,57.59039436214353,1901.9663208007812,1801.9684155273437,0
2025-05-16,1913.6478271484373,1922.648903566604,1907.4164520228117,1912.7577169462224,7934005.0,57.72146287165734,1904.7704711914062,1806.5974926757813,0
2025-05-19,1917.604248046875,1923.8357437398588,1909.9880828594687,1915.9227946653505,5101482.0,58.33778384750999,1906.3530578613281,1810.67859375,0
2025-05-20,1894.0633544921875,1913.5489438828663,1892.1840048815372,1907.11967256466,11939545.0,53.35400081043675,1905.7497009277345,1814.8991625976562,0
2025-05-21,1905.8338623046875,1925.715123012811,1900.1958135568764,1906.0316377377944,7566020.0,55.40539202280849,1904.0236938476562,1819.1879833984376,0
2025-05-22,1899.0089111328125,1903.2620488621048,1884.468794602662,1894.359981055,10653335.0,53.924546940592855,1903.8258728027345,1823.7359521484375,0
2025-05-23,1912.559814453125,1915.9228420413544,1893.6676722189848,1899.206712559703,4783036.0,56.41537793571085,1904.6567321777343,1828.531201171875,0
2025-05-26,1919.087890625,1928.682413646204,1905.932685476324,1913.9445221181825,5401430.0,57.60441909227115,1906.0909545898437,1833.4955859375,0
2025-05-27,1905.3392333984373,1926.8030590136404,1895.4480472638704,1910.581489604547,13081074.0,54.24777505539863,1906.3926391601562,1838.2196166992187,0
2025-05-28,1902.5697021484373,1913.45000717762,1896.8327657453328,1899.305562342874,9078797.0,53.5705912017464,1907.1196411132812,1842.927822265625,0
2025-05-29,1906.526123046875,1919.6814488723585,1886.5459753978728,1907.0206823524643,14458897.0,54.445448738694346,1907.2432800292968,1847.2077368164062,0
2025-05-30,1923.73681640625,1927.594403149032,1904.4490034343603,1910.8782744249904,14374039.0,58.14048683299936,1908.38076171875,1851.9218774414062,0
2025-06-02,1911.0760498046875,1914.9336365473755,1887.2383153576409,1909.0978125768493,7334411.0,54.63002036639087,1908.1483154296875,1856.307626953125,0
2025-06-03,1903.65771484375,1930.7595897914816,1899.1077932375229,1916.9119287991248,12188792.0,52.625041781326786,1907.7971801757812,1860.545009765625,0
2025-06-04,1920.0770263671875,1922.154272073102,1899.9979907268444,1900.0968784409308,6480771.0,56.436041353489074,1907.579571533203,1864.4441137695312,0
2025-06-05,1928.3856201171875,1937.5844714975349,1919.0878810241304,1926.8030544877777,11127709.0,58.26558048319883,1908.6230895996093,1868.0217553710938,0
2025-06-06,1957.1689453125,1974.5775294421348,1921.560675352458,1922.8465778422667,15063504.0,63.91877312556952,1913.0246643066407,1872.1434106445313,0
2025-06-09,1957.366943359375,1973.291729660865,1954.3995873749227,1973.291729660865,6601294.0,63.95494322868448,1914.0978637695312,1875.6824780273437,0
2025-06-10,1943.9149169921875,1961.224493241192,1939.7605462472131,1961.224493241192,7766563.0,59.58461481681592,1916.2096374511718,1878.528173828125,0
2025-06-11,1929.177001953125,1946.1897941086556,1925.8139744594912,1946.1897941086556,5548197.0,55.13899969554632,1918.1779846191407,1881.3738671875,0
2025-06-12,1922.253173828125,1939.6616376051932,1914.2413370562836,1928.7813326517733,8174565.0,53.133328840336965,1918.6527587890625,1883.7091772460938,0
2025-06-13,1896.73388671875,1911.9663379777896,1892.1839651068349,1899.107795611669,6058881.0,46.429785780059625,1917.807061767578,1885.4777221679688,0
2025-06-16,1914.3402099609373,1917.8021251466064,1899.2066467096336,1903.064233493497,8256873.0,51.021043990495414,1917.6438598632812,1888.7922583007812,0
2025-06-17,1908.603271484375,1920.4726949646783,1898.2175259391092,1915.9227734456329,8489368.0,49.53139116137769,1918.3708557128907,1891.4173779296875,0
2025-06-18,1912.8565673828125,1915.230476273842,1896.1404381717568,1896.1404381717568,9216908.0,50.68107755683803,1918.721990966797,1894.1681176757813,0
2025-06-19,1914.2413330078125,1925.6161972532404,1904.6468098512396,1912.8565427773565,8438110.0,51.071875248675234,1919.4836120605469,1896.5024365234376,0
2025-06-20,1943.3212890625,1948.4647782910715,1910.5814871475895,1910.5814871475895,16450204.0,58.5073940690616,1921.0216857910157,1900.5973876953126,0
2025-06-23,1927.19873046875,1936.5953572959124,1920.6705717688087,1927.19873046875,5869759.0,53.64030960108062,1921.427227783203,1904.1433764648436,0
2025-06-24,1939.562744140625,1957.465767180685,1934.3203671090728,1943.618106371928,11312661.0,56.62055686009672,1923.1384033203126,1908.0187426757811,0
2025-06-25,1958.6527099609373,1960.4331718345893,1942.530148349187,1944.607273373765,9202966.0,60.80966092201058,1925.9425537109375,1911.4499951171874,0
2025-06-26,1999.800048828125,2005.0423050023703,1958.454842740137,1959.839632938963,25042415.0,67.98593860768082,1930.60625,1914.55384765625,0
2025-06-27,2014.9000244140625,2019.800048828125,1993.4000244140625,2013.0,14106692.0,70.14635170592537,1935.1644104003906,1917.7005517578125,0
2025-06-30,2001.5,2013.800048828125,1995.5,2011.5,6824510.0,65.89651260955681,1939.6856079101562,1920.0115014648438,0
2025-07-01,2012.0999755859373,2016.0,2004.0,2005.0,7194693.0,67.57027800055661,1945.1077209472655,1922.1308911132812,0
2025-07-02,1986.0,2019.9000244140625,1977.9000244140625,2019.9000244140625,9439125.0,59.78922085019742,1948.4038696289062,1923.0438110351563,0
2025-07-03,1987.0999755859373,2008.0,1984.300048828125,1994.9000244140625,8430253.0,59.99828958413568,1951.3395874023438,1924.72650390625,0
2025-07-04,1989.300048828125,2003.5,1980.0,1987.0999755859373,3931972.0,60.44131356936582,1952.946142578125,1926.59365234375,0
2025-07-07,1987.4000244140625,1998.4000244140625,1983.800048828125,1989.0,5674713.0,59.82508935531495,1954.4477966308593,1928.533583984375,0
2025-07-08,2001.4000244140625,2005.0,1977.0,1977.0,7612158.0,62.832045305540255,1957.3220520019531,1930.5754736328124,0
2025-07-09,2011.199951171875,2013.800048828125,1998.0999755859373,2007.0,6930714.0,64.81714664446017,1961.4231994628906,1933.0388793945312,0
2025-07-10,2006.199951171875,2017.0,2000.0,2016.0,8515155.0,62.9692635549042,1965.620538330078,1935.0818115234374,0
2025-07-11,1983.699951171875,2004.800048828125,1980.9000244140625,1998.0,6258461.0,55.32550181683029,1969.9688415527344,1936.7360668945312,0
2025-07-14,1983.0,1988.699951171875,1970.5999755859373,1983.0,6544425.0,55.10141763027769,1973.4018310546876,1938.0815673828124,0
2025-07-15,1995.5,2003.5999755859373,1973.0,1973.0,7249084.0,58.34607421908695,1977.7466674804687,1939.777958984375,0
2025-07-16,1996.300048828125,2022.699951171875,1992.5999755859373,2018.0,8997306.0,58.552529172775216,1981.9188415527344,1941.2153759765624,0
2025-07-17,1986.9000244140625,2004.800048828125,1982.699951171875,2004.0,11264579.0,55.09715026943446,1985.551776123047,1942.8030712890625,0
2025-07-18,1957.4000244140625,1997.0,1953.0,1986.9000244140625,8064723.0,45.935456476274105,1986.255712890625,1944.5683227539062,0
2025-07-21,2000.5,2002.0,1976.5,1978.199951171875,11154539.0,57.14704400971446,1989.9207763671875,1945.860263671875,0
2025-07-22,2007.0999755859373,2018.0,2003.0,2013.0999755859373,7418407.0,58.56408209777044,1993.2976379394531,1947.9686743164064,0
2025-07-23,2024.300048828125,2029.800048828125,2003.0,2011.0,6817458.0,62.08298682627316,1996.5800048828125,1950.6584741210938,0
2025-07-24,2014.199951171875,2037.699951171875,2008.4000244140625,2037.699951171875,9553588.0,58.918784235904866,1997.3,1952.6873193359374,0
2025-07-25,2004.5999755859373,2015.0,1999.0,2015.0,4653299.0,55.99739936438192,1996.7849975585937,1954.5063623046874,0
2025-07-28,2008.5,2021.4000244140625,2000.5,2003.0,6029790.0,56.9316746588903,1997.1349975585938,1956.32427734375,0
2025-07-29,2021.5999755859373,2026.5,1996.300048828125,1999.9000244140625,9947848.0,60.00356459622648,1997.6099975585937,1958.875009765625,0
2025-07-30,2025.800048828125,2032.5999755859373,2017.0,2028.0,7577018.0,60.964898027071065,1999.6,1961.2743334960937,0
2025-07-31,2018.199951171875,2031.4000244140625,2008.0,2014.5999755859373,11091516.0,58.237176319939124,2001.1549987792969,1963.658154296875,0
2025-08-01,2012.199951171875,2028.300048828125,2009.300048828125,2014.0,5658629.0,56.103034287129596,2002.2999938964845,1965.65095703125,0
